__time,/joint_states/header/stamp,/joint_states/joint0/effort,/joint_states/joint0/position,/joint_states/joint0/velocity,/joint_states/joint1/effort,/joint_states/joint1/position,/joint_states/joint1/velocity
1686597919.239232,1686597919.239008188,0.000000000,0.235645814,0.000000000,0.000000000,-5.157758731,-9.683254473
1686597919.241042,1686597919.240639687,0.000000000,0.235645814,0.000000000,0.000000000,-5.174368866,-9.587380673
1686597919.242850,1686597919.242435932,0.000000000,0.235645814,0.000000000,0.000000000,-5.191014955,-9.491506874
1686597919.244699,1686597919.244397163,0.000000000,0.235645814,0.000000000,0.000000000,-5.210872815,-9.779128272
1686597919.247091,1686597919.246413946,0.000000000,0.235645814,0.000000000,0.000000000,-5.228213989,-9.875002071
1686597919.248349,1686597919.248026848,0.000000000,0.235645814,0.000000000,0.000000000,-5.247880102,-10.162623469
1686597919.250178,1686597919.249839306,0.000000000,0.235645814,0.000000000,0.000000000,-5.265868423,-10.354371067
1686597919.251995,1686597919.251777411,0.000000000,0.235645814,0.000000000,0.000000000,-5.286001921,-10.450244866
1686597919.254412,1686597919.253725290,0.000000000,0.235645814,0.000000000,0.000000000,-5.307106141,-10.546118666
1686597919.256244,1686597919.255640507,0.000000000,0.235645814,0.000000000,0.000000000,-5.329468705,-10.929613863
1686597919.258272,1686597919.258134127,0.000000000,0.235645814,0.000000000,0.000000000,-5.355654236,-11.025487662
1686597919.260150,1686597919.259907246,0.000000000,0.235645814,0.000000000,0.000000000,-5.376494804,-11.121361461
1686597919.261965,1686597919.261714220,0.000000000,0.235645814,0.000000000,0.000000000,-5.396484491,-11.313109060
