__time,/effort_control/data.0,/joint_states/header/stamp,/joint_states/joint0/position,/joint_states/joint0/velocity,/joint_states/joint1/position,/joint_states/joint1/velocity
1699809395.09679,,1699809395.09618,49.014179575,11.313109809,-6.090683452,2.972088151
1699809395.09858,,,,,,
1699809395.09859,,1699809395.09815,49.036482217,11.313109809,-6.08460745,2.972088151
1699809395.10041,,1699809395.10022,49.059659708,11.504857407,-6.078543432,2.972088151
1699809395.10081,,,,,,
1699809395.10252,,,,,,
1699809395.10286,,1699809395.10218,49.082453704,11.408983608,-6.072527351,3.06796195
1699809395.10472,,1699809395.10411,49.105019999,11.313109809,-6.066774923,3.06796195
1699809395.10477,,,,,,
1699809395.10646,,,,,,
1699809395.10651,,1699809395.1062,49.128077648,11.408983608,-6.060471221,3.06796195
1699809395.10833,,1699809395.10818,49.150560054,11.313109809,-6.054299345,3.16383575
1699809395.10872,,,,,,
1699809395.11046,,,,,,
1699809395.11077,,1699809395.11022,49.173126349,11.313109809,-6.048546917,3.06796195
1699809395.11261,,1699809395.11219,49.195141371,11.12136221,-6.042842426,2.876214352
1699809395.11282,,,,,,
1699809395.11443,,1699809395.11421,49.217467982,11.217236009,-6.036562692,3.06796195
1699809395.11454,,,,,,
1699809395.11679,,,,,,
1699809395.11683,,1699809395.11618,49.239710703,11.12136221,-6.03009121,3.259709549
1699809395.11845,,,,,,
1699809395.11871,,1699809395.11818,49.262360888,11.217236009,-6.024230924,3.06796195
1699809395.12049,,1699809395.12018,49.284711468,11.12136221,-6.017519758,3.259709549
1699809395.12072,,,,,,
1699809395.1223,,1699809395.12211,49.307349668,11.12136221,-6.011815267,3.06796195
1699809395.1224,,,,,,
1699809395.12468,,,,,,
1699809395.12472,,1699809395.12418,49.329844059,11.217236009,-6.005259896,3.259709549
1699809395.12653,,1699809395.12624,49.352434322,11.217236009,-5.998129283,3.259709549
1699809395.12695,,,,,,
1699809395.12864,,,,,,
1699809395.12877,,1699809395.12811,49.374940697,11.313109809,-5.992185107,3.16383575
1699809395.13036,,,,,,
1699809395.13044,,1699809395.13018,49.397315245,11.12136221,-5.9860372,3.16383575
1699809395.13059,,,,,,
1699809395.13263,,,,,,
1699809395.13267,,1699809395.13219,49.419977414,11.313109809,-5.979314049,3.16383575
1699809395.13434,,1699809395.13419,49.441728782,11.12136221,-5.972459073,3.259709549
1699809395.13486,,,,,,
1699809395.13654,,,,,,
1699809395.13664,,1699809395.13606,49.46333634,11.313109809,-5.966526882,3.16383575
1699809395.13848,,1699809395.13822,49.487424632,11.313109809,-5.959240473,3.451457147
1699809395.13876,,,,,,
1699809395.14045,,,,,,
1699809395.14081,,1699809395.14019,49.510134738,11.313109809,-5.95324836,3.16383575
1699809395.14259,,,,,,
1699809395.14261,,1699809395.14223,49.531790232,11.408983608,-5.94575822,3.547330946
1699809395.14437,,,,,,
1699809395.14439,,1699809395.14411,49.553721364,11.217236009,-5.939071022,3.547330946
1699809395.14659,,,,,,
1699809395.14679,,1699809395.14623,49.577522035,11.217236009,-5.931748661,3.16383575
1699809395.14862,,1699809395.14818,49.599764756,11.025488411,-5.9251094,3.547330946
1699809395.14882,,,,,,
1699809395.15041,,,,,,
1699809395.15043,,1699809395.15014,49.622426925,11.313109809,-5.918026723,3.547330946
1699809395.15218,,,,,,
1699809395.15222,,1699809395.15198,49.643519161,11.217236009,-5.911770958,3.355583348
1699809395.15449,,,,,,
1699809395.15467,,1699809395.15428,49.666277204,11.313109809,-5.903609701,3.643204746
1699809395.15646,,1699809395.15624,49.690269623,11.217236009,-5.896946472,3.451457147
1699809395.15685,,,,,,
1699809395.15861,,,,,,
1699809395.15892,,1699809395.15823,49.71335124,11.408983608,-5.889180694,3.643204746
1699809395.16031,,,,,,
1699809395.16074,,1699809395.16011,49.735665866,11.12136221,-5.882026112,3.739078545
1699809395.16256,,1699809395.16225,49.757764777,11.217236009,-5.87424835,3.739078545
1699809395.16268,,,,,,
1699809395.16437,,,,,,
1699809395.1644,,1699809395.16418,49.78052282,11.313109809,-5.867465278,3.739078545
1699809395.16684,,,,,,
1699809395.16686,,1699809395.16626,49.803161021,11.313109809,-5.859004416,3.834952344
1699809395.16863,,1699809395.1682,49.8250562,11.12136221,-5.85198166,3.643204746
1699809395.16876,,,,,,
1699809395.17062,,,,,,
1699809395.171,,1699809395.1704,49.847490669,11.12136221,-5.844383661,3.643204746
1699809395.17287,,1699809395.17234,49.871578961,11.313109809,-5.83589883,4.026699943
1699809395.17308,,,,,,
1699809395.17461,,1699809395.17422,49.892299686,11.12136221,-5.828912027,3.930826143
1699809395.17485,,,,,,
1699809395.1767,,,,,,
1699809395.17685,,1699809395.17627,49.914554392,11.12136221,-5.820858628,3.930826143
1699809395.17848,,,,,,
1699809395.1785,,1699809395.1781,49.935514801,11.217236009,-5.814351194,3.834952344
1699809395.18083,,,,,,
1699809395.18085,,1699809395.18034,49.960741594,11.313109809,-5.805446915,3.834952344
1699809395.18095,,,,,,
1699809395.18267,,,,,,
1699809395.18269,,1699809395.18218,49.981234619,11.12136221,-5.798424159,3.834952344
1699809395.18451,,,,,,
1699809395.18454,,1699809395.1842,50.002746303,10.929614612,-5.790131075,4.122573742
1699809395.18702,,,,,,
1699809395.18704,,1699809395.18654,50.024449734,10.929614612,-5.781346638,3.930826143
1699809395.18884,,,,,,
1699809395.18886,,1699809395.18827,50.048609931,11.025488411,-5.774359835,3.834952344
1699809395.19052,,1699809395.19009,50.067700802,11.12136221,-5.766845726,4.122573742
1699809395.19066,,,,,,
1699809395.19244,,,,,,
1699809395.19285,,1699809395.19219,50.090854324,10.929614612,-5.758612564,4.026699943
1699809395.19468,,1699809395.19423,50.113132998,11.025488411,-5.750439322,4.122573742
1699809395.19475,,,,,,
1699809395.19652,,1699809395.19619,50.134704603,10.833740812,-5.742278065,4.026699943
1699809395.1966,,,,,,
1699809395.19896,,,,,,
1699809395.199,,1699809395.19828,50.157007246,11.025488411,-5.733841171,4.026699943
1699809395.20077,,1699809395.20021,50.178470993,10.929614612,-5.725751819,4.218447541
1699809395.20082,,,,,,
1699809395.20256,,1699809395.20211,50.200342203,10.929614612,-5.717710404,4.026699943
1699809395.20264,,,,,,
1699809395.20438,,,,,,
1699809395.2044,,1699809395.20421,50.222465082,10.929614612,-5.709441289,4.122573742
1699809395.20672,,,,,,
1699809395.20677,,1699809395.20612,50.244504072,11.025488411,-5.701160189,4.122573742
1699809395.20854,,,,,,
1699809395.2086,,1699809395.20824,50.266387266,11.025488411,-5.691764557,4.41019514
1699809395.21092,,,,,,
1699809395.21096,,1699809395.21026,50.289085388,11.217236009,-5.683699174,4.026699943
1699809395.21267,,1699809395.21212,50.311256204,11.217236009,-5.675909428,4.218447541
1699809395.21275,,,,,,
1699809395.21441,,1699809395.21419,50.333067494,10.929614612,-5.667244833,4.31432134
1699809395.21451,,,,,,
1699809395.21638,,,,,,
1699809395.21679,,1699809395.21611,50.355370136,11.12136221,-5.658927781,4.218447541
1699809395.21861,,1699809395.2182,50.37696571,10.929614612,-5.650850413,4.122573742
1699809395.21877,,,,,,
1699809395.22043,,1699809395.22011,50.399436131,11.12136221,-5.642113913,4.31432134
1699809395.22057,,,,,,
1699809395.22289,,1699809395.22236,50.421319326,11.025488411,-5.63243066,4.31432134
1699809395.22296,,,,,,
1699809395.22473,,,,,,
1699809395.22476,,1699809395.22411,50.444029432,11.217236009,-5.62531203,4.122573742
1699809395.2266,,,,,,
1699809395.22663,,1699809395.22619,50.466571759,11.217236009,-5.616455688,4.31432134
1699809395.22839,,1699809395.22819,50.489233929,11.313109809,-5.607958872,4.218447541
1699809395.22847,,,,,,
1699809395.2308,,1699809395.23026,50.51178824,11.313109809,-5.599354199,4.218447541
1699809395.23093,,,,,,
1699809395.2326,,1699809395.23231,50.534126835,11.217236009,-5.590342062,4.41019514
1699809395.23274,,,,,,
1699809395.23277,,,,,,
1699809395.23442,,1699809395.23409,50.554799623,11.12136221,-5.583391211,4.122573742
1699809395.23456,,,,,,
1699809395.23643,,,,,,
1699809395.23683,,1699809395.23623,50.578600294,11.12136221,-5.574331137,4.218447541
1699809395.23868,,1699809395.23824,50.600339678,11.025488411,-5.565462811,4.41019514
1699809395.23876,,,,,,
1699809395.24047,,1699809395.24019,50.622318746,10.929614612,-5.556989964,4.218447541
1699809395.2405,,,,,,
1699809395.24232,,1699809395.24219,50.644022177,10.929614612,-5.548529101,4.218447541
1699809395.24282,,,,,,
1699809395.24475,,,,,,
1699809395.24477,,1699809395.24423,50.665833467,10.929614612,-5.539780617,4.31432134
1699809395.24661,,,,,,
1699809395.24664,,1699809395.24627,50.688783257,11.313109809,-5.53068459,4.122573742
1699809395.2484,,1699809395.24819,50.710282957,11.025488411,-5.52319445,4.218447541
1699809395.24852,,,,,,
1699809395.25041,,,,,,
1699809395.25042,,1699809395.25022,50.732010357,10.833740812,-5.514709618,4.122573742
1699809395.25281,,,,,,
1699809395.25282,,1699809395.25219,50.753498072,10.737867013,-5.506883919,4.026699943
1699809395.25466,,,,,,
1699809395.25467,,1699809395.25419,50.775584998,10.833740812,-5.497787893,4.41019514
1699809395.25644,,,,,,
1699809395.25646,,1699809395.25619,50.797168587,10.737867013,-5.48941092,4.31432134
1699809395.25834,,1699809395.25819,50.819063766,10.929614612,-5.480974025,4.218447541
1699809395.2589,,,,,,
1699809395.26067,,,,,,
1699809395.2607,,1699809395.26024,50.841126724,10.929614612,-5.472357368,4.218447541
1699809395.2625,,,,,,
1699809395.26254,,1699809395.26224,50.863057856,10.929614612,-5.464088252,4.31432134
1699809395.26437,,,,,,
1699809395.26439,,1699809395.26419,50.885552246,11.12136221,-5.456070806,4.122573742
1699809395.26679,,,,,,
1699809395.26681,,1699809395.2663,50.907770999,11.12136221,-5.447406211,4.122573742
1699809395.2686,,,,,,
1699809395.26863,,1699809395.26823,50.929726099,11.12136221,-5.439784244,4.218447541
1699809395.27037,,,,,,
1699809395.2704,,1699809395.27022,50.950998098,10.833740812,-5.431778782,4.026699943
1699809395.27281,,1699809395.27219,50.973408599,11.025488411,-5.423881178,4.026699943
1699809395.27285,,,,,,
1699809395.27467,,1699809395.27419,50.995483541,11.025488411,-5.415468252,4.218447541
1699809395.27472,,,,,,
1699809395.27651,,1699809395.27611,51.017402689,11.025488411,-5.408038032,3.834952344
1699809395.27655,,,,,,
1699809395.27835,,,,,,
1699809395.27888,,1699809395.27816,51.039549536,11.025488411,-5.399589154,4.218447541
1699809395.2807,,,,,,
1699809395.28072,,1699809395.28019,51.062031942,11.217236009,-5.391583692,4.026699943
1699809395.28252,,1699809395.28219,51.084562285,11.313109809,-5.384249346,3.834952344
1699809395.28255,,,,,,
1699809395.28437,,,,,,
1699809395.28439,,1699809395.28409,51.10644548,11.025488411,-5.375848404,4.122573742
1699809395.28442,,,,,,
1699809395.28681,,,,,,
1699809395.28682,,1699809395.28621,51.128436532,11.025488411,-5.367483415,3.834952344
1699809395.28863,,,,,,
1699809395.28865,,1699809395.28819,51.150511475,10.929614612,-5.360520581,3.834952344
1699809395.29049,,,,,,
1699809395.29051,,1699809395.29016,51.17262237,11.12136221,-5.352551071,3.834952344
1699809395.29233,,,,,,
1699809395.29283,,1699809395.29212,51.194146037,10.929614612,-5.345252678,3.739078545
1699809395.29465,,1699809395.29422,51.217143765,11.313109809,-5.337786506,3.739078545
1699809395.29474,,,,,,
1699809395.29643,,1699809395.29621,51.239853871,11.313109809,-5.329793028,3.834952344
1699809395.29654,,,,,,
1699809395.29825,,1699809395.29811,51.262204451,11.217236009,-5.323309562,3.643204746
1699809395.29837,,,,,,
1699809395.30071,,1699809395.30022,51.284854636,11.313109809,-5.315963233,3.643204746
1699809395.30078,,,,,,
1699809395.30242,,1699809395.30223,51.307504821,11.313109809,-5.308197455,3.930826143
1699809395.30256,,,,,,
1699809395.30424,,1699809395.30418,51.329867385,11.217236009,-5.301342478,3.547330946
1699809395.30435,,,,,,
1699809395.3067,,1699809395.30619,51.352757254,11.408983608,-5.294655281,3.355583348
1699809395.30685,,,,,,
1699809395.30849,,1699809395.30819,51.374532591,11.12136221,-5.287069266,3.739078545
1699809395.30865,,,,,,
1699809395.31034,,1699809395.31019,51.39665547,11.12136221,-5.280334132,3.643204746
1699809395.31038,,,,,,
1699809395.31078,-0.3,,,,,
1699809395.3127,,,,,,
1699809395.31272,,1699809395.31215,51.41923375,11.217236009,-5.273682887,3.355583348
1699809395.31448,,,,,,
1699809395.3145,,1699809395.31421,51.441740124,11.217236009,-5.266036952,3.547330946
1699809395.31676,,,,,,
1699809395.31697,,1699809395.31628,51.458194465,9.395633824,-5.252998115,5.273059333
1699809395.31844,,,,,,
1699809395.3188,,1699809395.31822,51.471269254,7.478157839,-5.24711386,4.218447541
1699809395.32061,,1699809395.32009,51.4871124,7.765779237,-5.23823355,4.218447541
1699809395.32064,,,,,,
1699809395.32238,,1699809395.3222,51.497490738,6.231798449,-5.223792559,6.135923526
1699809395.32243,,,,,,
1699809395.32466,,1699809395.32414,51.50782114,5.464808055,-5.216134639,4.697816537
1699809395.32474,,,,,,
1699809395.32642,,1699809395.32623,51.515347233,4.410196263,-5.20561249,5.081311734
1699809395.32651,,,,,,
1699809395.32826,,,,,,
1699809395.32877,,1699809395.32819,51.522022447,3.643205869,-5.192130237,6.135923526
1699809395.33067,,,,,,
1699809395.33069,,1699809395.33009,51.52977624,3.834953468,-5.18263873,5.368933132
1699809395.33242,,1699809395.33219,51.535588589,3.259710672,-5.170211089,5.944175928
1699809395.33266,,,,,,
1699809395.33448,,,,,,
1699809395.33485,,1699809395.33419,51.538620598,2.109225081,-5.156477167,6.423545298
1699809395.33488,,,,,,
1699809395.33668,,1699809395.33621,51.540094658,1.342234687,-5.146194703,5.368933507
1699809395.33682,,,,,,
1699809395.33851,,1699809395.33809,51.540178547,0.479370494,-5.13339555,6.2317977
1699809395.33861,,,,,,
1699809395.34037,,,,,,
1699809395.3404,,1699809395.34011,51.539339652,0,-5.12048854,6.423545298
1699809395.34259,,,,,,
1699809395.34269,,1699809395.34216,51.535552637,-1.150485685,-5.109367179,5.848302503
1699809395.34429,,,,,,
1699809395.34448,,1699809395.34416,51.530183704,-2.109223771,-5.095908895,6.615292897
1699809395.3463,,1699809395.34609,51.523448569,-2.876214165,-5.084068481,6.2317977
1699809395.34649,,,,,,
1699809395.34872,,1699809395.34816,51.517935826,-2.876214165,-5.073809984,5.560681105
1699809395.34876,,,,,,
1699809395.35046,,,,,,
1699809395.3506,,1699809395.35019,51.51060148,-3.355583348,-5.060615352,6.040050101
1699809395.35241,,1699809395.35209,51.503734519,-3.355583348,-5.049985345,5.656554904
1699809395.3527,,,,,,
1699809395.35438,,,,,,
1699809395.35484,,1699809395.35419,51.496532,-3.451457147,-5.037413893,5.944176302
1699809395.35658,,,,,,
1699809395.35662,,1699809395.35619,51.487459942,-4.31432134,-5.023775845,6.423545298
1699809395.35834,,,,,,
1699809395.35841,,1699809395.35816,51.478076294,-4.41019514,-5.012306942,6.135923901
1699809395.36024,,1699809395.36016,51.466427627,-5.368933132,-5.000406607,5.944176302
1699809395.36054,,,,,,
1699809395.36255,,1699809395.36219,51.454503324,-5.848302128,-4.987859123,6.135923901
1699809395.36284,,,,,,
1699809395.36443,,1699809395.36419,51.441092976,-6.327671499,-4.976773715,5.848302503
1699809395.36456,,,,,,
1699809395.36631,,,,,,
1699809395.36674,,1699809395.36614,51.426855717,-6.807040495,-4.965352749,5.656554904
1699809395.3686,,,,,,
1699809395.36863,,1699809395.36823,51.413469337,-6.711166696,-4.952913123,6.040050101
1699809395.37043,,1699809395.37022,51.399531684,-6.711166696,-4.943349712,5.273059707
1699809395.37081,,,,,,
1699809395.37256,,,,,,
1699809395.3728,,1699809395.37219,51.384779103,-7.190535692,-4.932024619,5.464807306
1699809395.37431,,,,,,
1699809395.37462,,1699809395.37409,51.371093118,-6.998788094,-4.92181406,5.368933507
1699809395.37643,,1699809395.37622,51.356196727,-7.286409491,-4.911891121,4.98543831
1699809395.37675,,,,,,
1699809395.37858,,,,,,
1699809395.3786,,1699809395.37816,51.341240414,-7.382283291,-4.901944215,4.98543831
1699809395.38041,,,,,,
1699809395.38043,,1699809395.38009,51.326296085,-7.574030889,-4.892572551,4.793690711
1699809395.38232,,,,,,
1699809395.38234,,1699809395.38219,51.311124057,-7.574030889,-4.883272792,4.601943113
1699809395.38475,,,,,,
1699809395.38477,,1699809395.38421,51.295376785,-7.669904688,-4.874128829,4.697816912
1699809395.3848,,,,,,
1699809395.3866,,,,,,
1699809395.38662,,1699809395.3862,51.279042287,-7.957526086,-4.865320423,4.314321715
1699809395.38843,,1699809395.38816,51.263043346,-8.053399885,-4.85756663,4.122574116
1699809395.38846,,,,,,
1699809395.3903,,,,,,
1699809395.39032,,1699809395.39019,51.246157574,-8.341021283,-4.84905783,4.218447916
1699809395.39272,,,,,,
1699809395.39275,,1699809395.39219,51.228840369,-8.532768882,-4.841903248,3.930826518
1699809395.39451,,,,,,
1699809395.39459,,1699809395.39419,51.21188269,-8.436895082,-4.834976366,3.64320512
1699809395.39634,,,,,,
1699809395.39637,,1699809395.39622,51.194158022,-8.820390279,-4.827138683,3.64320512
1699809395.3982,,1699809395.39809,51.176493274,-8.820390279,-4.821158555,3.355583723
1699809395.39878,,,,,,
1699809395.40078,,,,,,
1699809395.40079,,1699809395.40051,51.154777859,-9.012137878,-4.812326181,3.547331321
1699809395.4026,,,,,,
1699809395.40262,,1699809395.40248,51.137784228,-9.108011677,-4.806250179,3.355583723
1699809395.40443,,,,,,
1699809395.40445,,1699809395.40419,51.122012988,-9.012137878,-4.80120482,3.067962325
1699809395.40686,,,,,,
1699809395.40688,,1699809395.40623,51.103521329,-9.108011677,-4.794062222,3.163836124
1699809395.4087,,,,,,
1699809395.40872,,1699809395.4081,51.086587619,-9.012137878,-4.789711948,2.876214726
1699809395.41043,,,,,,
1699809395.41058,,1699809395.41017,51.067688496,-8.916264079,-4.784606669,2.588593329
1699809395.41233,,1699809395.41209,51.048705484,-9.299759276,-4.78018449,2.300971931
1699809395.41267,,,,,,
1699809395.41441,,,,,,
1699809395.41473,,1699809395.41416,51.030117951,-9.395633075,-4.775762311,2.300971931
1699809395.41654,,1699809395.41623,51.012057724,-9.108011677,-4.772274901,2.013350533
1699809395.41672,,,,,,
1699809395.4184,,,,,,
1699809395.41877,,1699809395.41816,50.992595343,-9.587380673,-4.768775508,1.821602935
1699809395.42058,,1699809395.42016,50.973863999,-9.395633075,-4.766150962,1.533981537
1699809395.42073,,,,,,
1699809395.42233,,1699809395.42216,50.95537234,-9.395633075,-4.763406575,1.342233938
1699809395.42248,,,,,,
1699809395.42471,,,,,,
1699809395.42473,,1699809395.42416,50.936101707,-9.491506874,-4.760206787,1.438107738
1699809395.42643,,,,,,
1699809395.42657,,1699809395.42622,50.91710671,-9.587380673,-4.758013674,1.15048634
1699809395.42837,,1699809395.42819,50.898423304,-9.491506874,-4.75613215,1.054612541
1699809395.42871,,,,,,
1699809395.43042,,,,,,
1699809395.4308,,1699809395.43019,50.878757191,-9.683254473,-4.753963006,1.054612541
1699809395.43264,,,,,,
1699809395.43265,,1699809395.43209,50.860553153,-9.395633075,-4.752488946,0.862864942
1699809395.43441,,,,,,
1699809395.43474,,1699809395.43419,50.840671324,-9.683254473,-4.751362429,0.671117344
1699809395.43656,,1699809395.43619,50.820981242,-9.779128272,-4.75003218,0.671117344
1699809395.4367,,,,,,
1699809395.43672,,,,,,
1699809395.43834,,,,,,
1699809395.43836,,1699809395.43816,50.802010214,-9.587380673,-4.750140038,0.287622147
1699809395.44064,,,,,,
1699809395.44076,,1699809395.44019,50.781960606,-9.875002071,-4.750044164,0.095874542
1699809395.44237,,,,,,
1699809395.44258,,1699809395.44209,50.762282509,-9.875002071,-4.750152022,0
1699809395.44441,,1699809395.44416,50.743095765,-9.683254473,-4.750152022,0
1699809395.44463,,,,,,
1699809395.44685,,,,,,
1699809395.44687,,1699809395.44622,50.722950283,-9.875002071,-4.75079917,-0.19174761
1699809395.44857,,,,,,
1699809395.44868,,1699809395.44809,50.702481226,-10.06674967,-4.752800536,-0.766990441
1699809395.45047,,1699809395.45019,50.683282498,-9.779128272,-4.754478327,-0.862864287
1699809395.45082,,,,,,
1699809395.4523,,1699809395.45216,50.663448606,-9.875002071,-4.756287945,-0.862864287
1699809395.45251,,,,,,
1699809395.45473,,,,,,
1699809395.45475,,1699809395.45416,50.643327092,-9.97087587,-4.759068285,-1.150485685
1699809395.45646,,,,,,
1699809395.45657,,1699809395.45616,50.623313437,-10.06674967,-4.761369257,-1.246359484
1699809395.45828,,1699809395.45809,50.603072081,-10.162623469,-4.764257455,-1.342233283
1699809395.4587,,,,,,
1699809395.46036,,,,,,
1699809395.46071,,1699809395.46009,50.583022473,-9.97087587,-4.767637006,-1.629854774
1699809395.4626,,1699809395.46216,50.562769133,-10.258497268,-4.771064495,-1.629854774
1699809395.4627,,,,,,
1699809395.46439,,,,,,
1699809395.4644,,1699809395.46416,50.542503808,-10.06674967,-4.775402784,-1.917476172
1699809395.46665,,,,,,
1699809395.46681,,1699809395.46609,50.522106657,-10.258497268,-4.779944805,-2.20509757
1699809395.46834,,,,,,
1699809395.46866,,1699809395.46816,50.501433869,-10.354371067,-4.784259126,-2.013349971
1699809395.47042,,1699809395.47019,50.48140823,-10.162623469,-4.789855759,-2.588592767
1699809395.4706,,,,,,
1699809395.47233,,,,,,
1699809395.47286,,1699809395.47216,50.46075941,-10.258497268,-4.795404455,-2.780340365
1699809395.47457,,,,,,
1699809395.47463,,1699809395.47416,50.440434165,-10.258497268,-4.801252757,-2.876214165
1699809395.47677,,,,,,
1699809395.47702,,1699809395.47631,50.41994114,-10.258497268,-4.807664317,-2.972088151
1699809395.47849,,,,,,
1699809395.4789,,1699809395.47816,50.39875303,-10.450244866,-4.812985313,-2.876214352
1699809395.48067,,,,,,
1699809395.48071,,1699809395.48016,50.379062949,-10.06674967,-4.820271722,-3.451457147
1699809395.48245,,,,,,
1699809395.48249,,1699809395.48216,50.359121199,-10.06674967,-4.826311771,-3.16383575
1699809395.48432,,1699809395.48419,50.338676111,-10.162623469,-4.833933738,-3.547330946
1699809395.48468,,,,,,
1699809395.48639,,,,,,
1699809395.48674,,1699809395.48609,50.31836285,-10.162623469,-4.842118964,-3.930826143
1699809395.48858,,,,,,
1699809395.4886,,1699809395.48809,50.298493005,-9.875002071,-4.849153704,-3.643204746
1699809395.48876,,,,,,
1699809395.49033,,,,,,
1699809395.49035,,1699809395.49016,50.278407444,-10.06674967,-4.857458772,-3.930826143
1699809395.49266,,,,,,
1699809395.49272,,1699809395.49219,50.257411082,-10.354371067,-4.86621924,-4.31432134
1699809395.49431,,,,,,
1699809395.49455,,1699809395.49416,50.236390751,-10.546118666,-4.874931772,-4.218447541
1699809395.4964,,1699809395.49622,50.216341143,-10.162623469,-4.884902647,-4.697816537
1699809395.49651,,,,,,
1699809395.49879,,,,,,
1699809395.49881,,1699809395.49816,50.195740261,-10.258497268,-4.893219699,-4.41019514
1699809395.50046,,,,,,
1699809395.50063,,1699809395.50019,50.17534311,-10.258497268,-4.903142637,-4.889564136
1699809395.50242,,1699809395.50209,50.155041833,-10.162623469,-4.912346522,-4.697816537
1699809395.50271,,,,,,
1699809395.50442,,,,,,
1699809395.50483,,1699809395.50419,50.13483643,-10.06674967,-4.922736845,-4.889564136
1699809395.50664,,1699809395.50622,50.114858727,-10.06674967,-4.934553291,-5.464806931
1699809395.50677,,,,,,
1699809395.50844,,,,,,
1699809395.50846,,1699809395.50819,50.094497529,-10.162623469,-4.943829081,-5.081311734
1699809395.51036,,1699809395.51019,50.074232204,-10.06674967,-4.954159483,-5.081311734
1699809395.51069,,,,,,
1699809395.51244,,,,,,
1699809395.51274,,1699809395.51209,50.053871006,-10.162623469,-4.965508544,-5.560680731
1699809395.51466,,,,,,
1699809395.51469,,1699809395.51416,50.033377982,-10.162623469,-4.976522046,-5.560680731
1699809395.51638,,,,,,
1699809395.51643,,1699809395.51616,50.013556074,-10.06674967,-4.987799202,-5.65655453
1699809395.51833,,1699809395.51816,49.993530434,-9.97087587,-5.000754149,-6.135923526
1699809395.51864,,,,,,
1699809395.52035,,,,,,
1699809395.52078,,1699809395.52009,49.973013441,-10.162623469,-5.011444078,-5.65655453
1699809395.52255,,,,,,
1699809395.52259,,1699809395.52209,49.95315558,-10.162623469,-5.02393164,-6.040049727
1699809395.52431,,,,,,
1699809395.52442,,1699809395.52416,49.932482792,-10.162623469,-5.035280701,-5.944175928
1699809395.52631,,1699809395.52609,49.9126489,-9.97087587,-5.04843938,-6.2317977
1699809395.5265,,,,,,
1699809395.5282,,,,,,
1699809395.52822,,1699809395.52809,49.891880238,-10.354371067,-5.061550122,-6.519419098
1699809395.53054,,,,,,
1699809395.53067,,1699809395.53016,49.870392523,-10.450244866,-5.074313322,-6.423545298
1699809395.53237,,,,,,
1699809395.5325,,1699809395.53216,49.850402836,-10.258497268,-5.088298912,-6.807040495
1699809395.53433,,1699809395.53416,49.829598221,-10.354371067,-5.10054679,-6.2317977
1699809395.5348,,,,,,
1699809395.53659,,,,,,
1699809395.53677,,1699809395.53616,49.808889481,-10.354371067,-5.11453238,-6.807040495
1699809395.53838,,,,,,
1699809395.5386,,1699809395.53809,49.788995667,-10.06674967,-5.127547249,-6.807040495
1699809395.54043,,1699809395.54018,49.768430737,-10.162623469,-5.141484902,-6.902914294
1699809395.54059,,,,,,
1699809395.54072,,,,,,
1699809395.54252,,,,,,
1699809395.54281,,1699809395.54219,49.747721997,-10.258497268,-5.155422556,-6.902914294
1699809395.54432,,,,,,
1699809395.54466,,1699809395.54409,49.726270234,-10.641992465,-5.168317582,-6.615292897
1699809395.5464,,1699809395.54622,49.705130061,-10.641992465,-5.18434049,-7.190535692
1699809395.54663,,,,,,
1699809395.54882,,,,,,
1699809395.54884,,1699809395.54819,49.684876721,-10.258497268,-5.197307422,-6.998788094
1699809395.55059,,,,,,
1699809395.55062,,1699809395.55016,49.663245195,-10.641992465,-5.210765706,-6.711166696
1699809395.55224,,,,,,
1699809395.55243,,1699809395.55209,49.642560423,-10.450244866,-5.225314555,-6.998788094
1699809395.55451,,,,,,
1699809395.55473,,1699809395.55416,49.621959541,-10.258497268,-5.2402469,-7.190535692
1699809395.55645,,1699809395.55623,49.600879289,-10.450244866,-5.255239165,-7.574030889
1699809395.55674,,,,,,
1699809395.55845,,,,,,
1699809395.55866,,1699809395.55821,49.580470154,-10.258497268,-5.270387225,-7.574030889
1699809395.56037,,1699809395.56017,49.560001098,-10.354371067,-5.284420753,-7.190535692
1699809395.56072,,,,,,
1699809395.56237,,,,,,
1699809395.56261,,1699809395.56216,49.539532042,-10.258497268,-5.299389049,-7.669904688
1699809395.56464,,,,,,
1699809395.56483,,1699809395.56417,49.518559648,-10.354371067,-5.315220211,-7.765778488
1699809395.56634,,,,,,
1699809395.56653,,1699809395.56609,49.497982734,-10.354371067,-5.330296366,-7.669904688
1699809395.56859,,,,,,
1699809395.56876,,1699809395.56816,49.477309946,-10.450244866,-5.345636173,-7.669904688
1699809395.57045,,1699809395.57017,49.456025963,-10.546118666,-5.36014907,-7.382283291
1699809395.57087,,,,,,
1699809395.57257,,,,,,
1699809395.57269,,1699809395.57216,49.435137459,-10.546118666,-5.375740546,-7.669904688
1699809395.57428,,,,,,
1699809395.57434,,1699809395.57409,49.413973317,-10.450244866,-5.390289395,-7.47815709
1699809395.57655,,,,,,
1699809395.57657,,1699809395.57609,49.394031567,-10.258497268,-5.405018008,-7.47815709
1699809395.57876,,,,,,
1699809395.5788,,1699809395.57817,49.373478621,-10.162623469,-5.419962336,-7.47815709
1699809395.58049,,,,,,
1699809395.58051,,1699809395.58009,49.352458291,-10.354371067,-5.436428661,-7.957526086
